dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk	0.970163	0.965119	0.931119	0.864010
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	0.980653	0.973855	0.949665	0.900164
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk	0.969322	0.958902	0.937387	0.876434
wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk	0.918099	0.925254	0.830314	0.682404
wgEncodeAwgTfbsUtaHuvecCtcfUniPk	0.988991	0.986819	0.958828	0.916590
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk	0.982048	0.977923	0.945952	0.892829
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk	0.919905	0.923011	0.837198	0.691093
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk	0.980188	0.977672	0.951975	0.907443
wgEncodeAwgTfbsUwHek293CtcfUniPk	0.983824	0.982076	0.945805	0.891208
wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk	0.817675	0.815542	0.751785	0.477643
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk	0.898694	0.900924	0.812138	0.639829
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk	0.941154	0.950836	0.865284	0.757632
wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk	0.830492	0.836493	0.754858	0.494984
wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk	0.785624	0.781223	0.730020	0.419284
wgEncodeAwgTfbsSydhH1hescMxi1IggrabUniPk	0.872986	0.885204	0.803839	0.594710
wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk	0.851067	0.862928	0.777778	0.540045
wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk	0.807675	0.815244	0.728139	0.464994
wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk	0.838831	0.839623	0.758737	0.515197
wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk	0.905345	0.910488	0.821228	0.661488
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk	0.868245	0.862611	0.789193	0.584741
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk	0.825994	0.832359	0.752022	0.496766
wgEncodeAwgTfbsSydhK562E2f4UcdUniPk	0.890060	0.892436	0.811214	0.608490
wgEncodeAwgTfbsSydhHelas3Brf1UniPk	0.670270	0.749727	0.472727	0.341800
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk	0.950952	0.937927	0.901535	0.802964
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk	0.840563	0.856510	0.670133	0.505828
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk	0.819625	0.820006	0.748124	0.488179
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk	0.817284	0.815630	0.731190	0.462652
wgEncodeAwgTfbsUwHmecCtcfUniPk	0.970991	0.963261	0.936751	0.874272
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk	0.925263	0.931428	0.830943	0.691888
wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk	0.808588	0.813771	0.737962	0.457452
