dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk	0.910357	0.911167	0.835414	0.662731
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk	0.947523	0.959721	0.895934	0.807663
wgEncodeAwgTfbsBroadHsmmCtcfUniPk	0.96917	0.971443	0.911691	0.829546
wgEncodeAwgTfbsBroadHsmmtCtcfUniPk	0.961246	0.967196	0.903302	0.818055
wgEncodeAwgTfbsSydhGm12878Pol2UniPk	0.767973	0.768933	0.711903	0.410453
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk	0.812299	0.817418	0.701293	0.467224
wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk	0.781565	0.794219	0.68968	0.402105
wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk	0.823354	0.833579	0.734506	0.494789
wgEncodeAwgTfbsSydhHepg2MaxIggrabUniPk	0.852267	0.864591	0.766323	0.53656
wgEncodeAwgTfbsUtaGm19240CtcfUniPk	0.953048	0.95601	0.891701	0.781577
wgEncodeAwgTfbsSydhHepg2Grp20ForsklnUniPk	0.713287	0.711098	0.581281	0.306156
wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk	0.781848	0.7933	0.690506	0.4237
wgEncodeAwgTfbsSydhHelas3E2f1UniPk	0.82328	0.817288	0.746572	0.498948
wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk	0.871184	0.871842	0.792041	0.569345
wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk	0.823845	0.834671	0.752812	0.492406
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk	0.928587	0.942376	0.858372	0.734978
wgEncodeAwgTfbsSydhHelas3Tcf7l2UcdUniPk	0.753902	0.77457	0.696486	0.38076
wgEncodeAwgTfbsSydhK562TbpIggmusUniPk	0.788504	0.802192	0.66711	0.428494
wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk	0.969809	0.970119	0.918184	0.832578
wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk	0.772278	0.785661	0.696473	0.404254
wgEncodeAwgTfbsSydhHelas3E2f4UniPk	0.800869	0.808203	0.75139	0.437203
wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk	0.852635	0.86729	0.774479	0.556102
wgEncodeAwgTfbsUwHepg2CtcfUniPk	0.974844	0.976467	0.923382	0.845773
wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk	0.840265	0.84715	0.75482	0.540481
wgEncodeAwgTfbsUtaHepg2CtcfUniPk	0.986543	0.986248	0.944694	0.889825
wgEncodeAwgTfbsSydhHelas3Irf3IggrabUniPk	0.902714	0.922568	0.83121	0.655761
wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk	0.81182	0.82356	0.710873	0.485889
wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk	0.814852	0.829309	0.734294	0.490099
wgEncodeAwgTfbsSydhK562Atf3UniPk	0.873252	0.887606	0.774737	0.560245
wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk	0.845631	0.850818	0.775485	0.540176
wgEncodeAwgTfbsSydhHepg2Brca1a300IggrabUniPk	0.8225	0.843623	0.730253	0.426738
wgEncodeAwgTfbsUtaHelas3CtcfUniPk	0.977423	0.977117	0.92609	0.853219
wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk	0.755118	0.762135	0.68393	0.365278
wgEncodeAwgTfbsSydhH1hescChd1a301218aIggrabUniPk	0.671118	0.672709	0.440895	0.229575
wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk	0.815412	0.824445	0.717124	0.468778
wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk	0.791148	0.790874	0.689655	0.430728
wgEncodeAwgTfbsHaibH1hescHdac2sc6296V0416102UniPk	0.802672	0.80682	0.738488	0.462686
wgEncodeAwgTfbsSydhHepg2CjunIggrabUniPk	0.960658	0.966594	0.906868	0.818849
wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk	0.701303	0.733187	0.586014	0.289744
wgEncodeAwgTfbsBroadGm12878CtcfUniPk	0.959011	0.966146	0.901061	0.810096
wgEncodeAwgTfbsSydhK562Brf1UniPk	0.541322	0.591844	0.455696	0.023218
wgEncodeAwgTfbsUtaProgfibPol2UniPk	0.799494	0.800877	0.728497	0.431632
wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk	0.836343	0.844558	0.746653	0.521816
wgEncodeAwgTfbsUwGm12878CtcfUniPk	0.973561	0.975266	0.922038	0.84669
wgEncodeAwgTfbsSydhHepg2Mxi1UniPk	0.814594	0.816924	0.724524	0.478042
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk	0.852182	0.869973	0.769854	0.558338
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk	0.959223	0.965377	0.902787	0.813347
wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk	0.85916	0.894231	0.770593	0.6283
wgEncodeAwgTfbsUtaMcf7Pol2UniPk	0.801505	0.806282	0.716186	0.44394
wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk	0.831	0.841026	0.733371	0.51791
wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk	0.918334	0.921361	0.817031	0.639747
wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk	0.733383	0.738655	0.594388	0.363048
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk	0.961927	0.962539	0.900387	0.811276
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	0.980449	0.979431	0.930367	0.860362
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk	0.973719	0.972256	0.923614	0.845323
wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk	0.883344	0.891416	0.794423	0.604533
wgEncodeAwgTfbsUtaHuvecCtcfUniPk	0.982846	0.981175	0.94015	0.882288
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk	0.979034	0.974873	0.935797	0.869878
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk	0.885843	0.899164	0.798039	0.615514
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk	0.977362	0.977694	0.936934	0.87632
wgEncodeAwgTfbsUwHek293CtcfUniPk	0.976841	0.976125	0.927983	0.854904
wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk	0.787627	0.792082	0.671034	0.422422
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk	0.871158	0.873189	0.791928	0.585991
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk	0.920072	0.933216	0.842762	0.712205
wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk	0.790897	0.791708	0.703059	0.438734
wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk	0.755865	0.758377	0.673664	0.38022
wgEncodeAwgTfbsSydhH1hescMxi1IggrabUniPk	0.81525	0.834644	0.748547	0.484957
wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk	0.786357	0.792863	0.688248	0.421759
wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk	0.776888	0.777178	0.707575	0.410627
wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk	0.807162	0.808106	0.738165	0.467225
wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk	0.858909	0.870403	0.77255	0.555233
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk	0.815	0.812846	0.738013	0.477362
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk	0.792676	0.798388	0.713469	0.442061
wgEncodeAwgTfbsSydhK562E2f4UcdUniPk	0.83932	0.844949	0.748778	0.521239
wgEncodeAwgTfbsSydhHelas3Brf1UniPk	0.496622	0.536847	0.660377	0.05306
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk	0.947134	0.944405	0.883247	0.769496
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk	0.794428	0.812586	0.690763	0.433346
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk	0.783811	0.790386	0.710216	0.426737
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk	0.783694	0.780292	0.67014	0.419175
wgEncodeAwgTfbsUwHmecCtcfUniPk	0.970521	0.970491	0.916312	0.8345
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk	0.867711	0.879661	0.768027	0.569636
wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk	0.77344	0.777707	0.680024	0.406007
